"","city","state","col1","col2","col3","col4","col5","col6","col7","col8","col9","col10","col11","col12","col13","col14","col15","col16","col17","col18","col19","col20","col21","col22","col23","col24","col25","col26","col27","col28","col29","col30","col31","col32","col33","col34","col35","col36","col37","col38","col39","col40","col41","col42","col43","col44","col45","col46","col47","col48","col49","col50","col51","col52","col53","col54","col55","col56","col57","col58","col59","col60","col61","col62","col63","col64","col65","col66","col67","col68","col69","col70","col71","col72","col73","col74","col75","col76","col77","col78","col79","col80","col81","col82","col83","col84","col85","col86","col87","col88","col89","col90","col91","col92","col93","col94","col95","col96","col97","col98","col99","col100","col101","col102","col103","col104","col105","col106","col107","col108","col109","col110","col111","col112","col113","col114","col115","col116","col117","col118","col119","col120","col121","col122","col123","col124","col125","col126","col127","col128","col129","col130","col131","col132","col133","col134","col135","col136","col137","col138","col139","col140","col141","col142","col143","col144","col145"
"709","Normancity","OK",NA,NA,4,80071,2.51,3.57,87.49,3.21,2.38,20.19,37.58,23.27,7.38,74195,92.66,25165,83.87,1.7,41.84,16.19,3.22,11.83,35332,13690,14273,9287,10750,8095,8081,8995,11221,15.04,4.16,12.86,38.05,6.05,63.66,8.64,36.73,8.96,35.72,8.99,40.25,13.35,11.19,2.98,75.6,73.94,82.88,76.41,61.9,72.12,606,1.3,3461,33.29,46.78,56.23,63.51,1.44,2.02,2.43,2.75,93.39,0.71,3.03,1.85,2.34,2.61,2.06,56.93,2.39,50.93,2,3743,89.5,51.04,3.74,41.89,1973,4.9,0.19,46800,65600,90500,43700,236,294,369,133,362,28.9,19.3,12.1,32,0,4.32,58.2,36.91,62.73,85.64,436.6,1.22,9.09,52966.8,2,2.28,34,38.71,38,43.27,128,145.74,1040,1184.17,3009,3426.13,302,343.87,10,11.39,230,4965.56,121,137.77,91,103.62,43327,49333.3,358.1,137.8,89.97,96.69,1.65,0.83,0,2.48,11,11,174.2,183.4,48,4651812,75.21,0
"712","Lowellcity","MA",17,37000,4,103439,2.79,2.39,81.07,11.11,10.15,15.34,32.56,16.73,10.69,103439,100,29351,75.39,0.43,33.27,26.31,14.64,14.28,35138,12701,14110,9497,9691,6619,5255,6311,17900,17.99,16.6,34.21,15.51,10.68,58.39,29.49,23.48,17.96,22.9,9.04,42.34,12.51,10.84,3.3,62.75,58.43,68.03,62.77,55.5,64.18,4164,5.62,16998,15.37,32.65,53,64.97,2.53,5.36,8.71,10.68,67.9,6.99,8.41,5.6,2.68,2.85,2.56,44.59,6.65,57.63,2,3283,91.85,41.89,3.08,27.72,1944,5.04,1,106500,131100,158000,51500,324,494,600,276,561,28.4,22.3,13.7,182,50,16.43,69.08,48.07,82.37,86.87,7247.1,2.95,10.73,95684.9,6,6.21,49,50.74,302,312.7,874,904.97,2244,2323.51,3126,3236.76,1961,2030.48,166,171.88,1274.62,7762.64,177,183.27,153,158.42,1e+05,103543.3,565,183.3,87.84,93.22,0.56,6.21,0,3.95,19,7,151.4,14.3,24,9241061,86.44,0
"718","Davenportcity","IA",NA,NA,4,95333,2.56,7.89,89.13,1.05,3.46,14.14,27.75,13.47,11.3,95027,99.68,26218,76.25,0.76,42.51,26.36,8,16.97,32611,12557,13289,6604,7503,4966,7002,7627,14452,15.59,7.16,21.19,20.14,6.51,61.58,17.62,22.98,16.81,24.95,10.16,30.8,13.35,11.85,3.08,68,65.35,71.42,72.26,63.89,69.95,3696,5.04,2348,18.06,26.83,34.88,38.67,0.44,0.66,0.86,0.95,94.69,0.83,4.64,3.12,2.5,2.65,2.25,64.98,1.99,48.98,3,3138,92.22,61.17,7.84,43.56,1956,4.27,0.31,37200,48800,65100,27900,220,283,345,125,351,26.3,17.3,13.1,107,31,2.46,63.82,51.41,81.4,86.3,1499.7,1.06,4.23,87443.4,4,4.11,65,66.73,290,297.71,1166,1197,1837,1885.84,5551,5698.59,415,426.03,66,67.75,1565.55,8078.23,142,145.78,123,126.27,94000,96499.3,662,145.8,93.36,95.07,2.82,1.41,0,4.23,6,10,110.3,63.6,61,8517862,86.62,10
"719","Raleighcity","NC",NA,NA,4,207951,2.42,27.58,69.18,2.47,1.41,15.95,35.77,19.54,7.94,207951,100,32451,86.08,1.07,45.56,17.63,4.07,11.01,42212,16896,20106,9460,12321,11232,10005,13263,22942,11.8,4.77,13.44,40.56,3.97,68.92,12.34,27.11,7.46,35.46,9.84,42.21,13.94,11.97,2.92,69.26,66.76,81.34,69.03,65.99,72.95,7020,6.06,10434,26.47,40.77,52.89,60.03,1.33,2.05,2.65,3.01,93.07,0.98,3.13,1.8,2.26,2.5,2.05,51.85,2.62,55.36,2,6821,92.64,46.88,1.06,22.25,1974,3.65,0.26,72500,96600,135300,62800,320,394,474,154,479,24.6,22.1,12.6,215,2,5.02,56.1,36.91,65.43,80.42,2277.5,2.79,7.02,90342.7,27,11.21,94,39.02,795,330.02,1114,462.45,2947,1223.37,9395,3900.1,883,366.56,29,12.04,842.7,5502.07,413,171.45,397,164.8,129983,53959.3,314.7,171.4,82.74,85.71,13.08,0.48,0,13.56,29,13,58.5,91.3,248,21762752,96.13,5
"721","Camdencity","NJ",7,10000,4,87492,3.29,56.42,19,1.32,31.17,17.6,31.78,15.89,7.72,87492,100,17386,69.28,0.09,12.29,24.94,26.92,12.29,18874,7276,9803,6965,66423,6441,5173,6003,30588,36.56,20.02,50.33,6.44,16.3,46.1,19.29,27.65,24,13.89,13.69,51.26,18.62,16.34,3.71,32.86,26.62,31.47,33.55,45.56,54.73,17760,24.19,3436,25.7,35.54,46.97,58.47,1.01,1.4,1.84,2.3,69.67,7.12,16.47,11.93,3.15,3.15,3.15,48.4,15.24,48.76,3,3512,88.35,48.39,39.89,63.87,1945,20.8,1.76,21500,31300,42900,21400,167,323,416,249,414,32.5,20.6,16.2,293,122,3.93,55.54,55.36,85.83,90.57,9575.4,18.34,3.09,190739.59,42,50.42,90,108.05,1654,1985.69,1155,1386.62,4039,4848.97,3926,4713.31,1816,2180.18,306,367.36,3530.78,12109.83,291,349.36,234,280.93,113574,136349.91,390.3,349.4,63.67,55.33,33.68,10.65,0.34,44.67,9,12,117.3,9.1,72,15887845,80.41,5
"723","ElMontecity","CA",NA,NA,4,106209,4.06,0.99,62.23,11.76,72.49,18.21,35.51,18.15,5.84,106209,100,28034,82.36,0.43,18.42,17.57,15.41,10.32,28004,8056,8292,8583,8605,9568,6704,6500,23446,22.51,31.87,55.72,6.01,9.4,58.34,34.47,12.19,33.92,11.3,7.45,42.66,12.52,9.9,4.24,68.91,59.98,74.73,71.86,46.63,51.27,7165,9.19,51424,21.44,33.35,44.07,57.69,10.38,16.15,21.34,27.93,26.49,29.27,28.02,23.29,4,3.56,4.29,35.85,42.63,73.74,2,1036,96.19,40.21,4.44,29.25,1962,8.56,1.33,133800,172100,208300,74500,446,541,642,196,600,30,26.7,11.7,287,152,48.42,40.11,45.15,82.83,85.56,10789.2,6.47,9.73,140705.41,19,18.06,45,42.78,625,594.18,698,663.58,1357,1290.08,2184,2076.3,1199,1139.87,74,70.35,1318.6,4576.61,113,107.43,108,102.67,58700,55805.4,519.5,107.4,82.75,67.19,1.56,17.97,1.56,21.09,11,12,126.8,9.8,30,14800384,95.58,10
"725","Austincity","TX",NA,NA,4,465622,2.42,12.43,70.56,3.04,22.95,16.73,35.98,19.84,6.63,465577,100,25414,85.66,1.08,40.55,14.21,4.5,10.26,33481,14295,16885,8863,9014,8517,7143,8034,80369,17.93,7.84,17.67,34.4,6.32,67.27,11.16,28.83,8.36,34.29,11.1,43.04,16.11,13.62,3.09,68.53,64.23,78.72,67.33,67.2,73.16,12068,4.49,39626,21.21,33.96,46.73,60.33,1.81,2.89,3.98,5.13,77.62,3.55,5.83,3.24,2.33,2.63,2.12,45.91,6.76,60.53,2,24906,88.53,40.58,6.05,39.57,1974,7.47,0.49,54400,72600,99500,45100,275,346,440,165,410,27.3,22.6,12.6,478,60,8.51,60.91,36.25,68.16,87.35,2063.8,5.04,2.77,98923,37,7.37,271,53.98,1555,309.75,1148,228.68,8453,1683.8,35647,7100.74,4357,867.9,610,121.51,599.78,9773.95,795,158.36,584,116.33,512250,102038.2,644.3,158.4,95.47,75.09,9.81,14.72,0.38,24.91,22,9,62.9,225.6,279,49661112,73.46,5
"726","OldBridgetownship","NJ",23,54705,4,56475,2.83,3.35,89.44,6.14,5.01,12.59,26.78,12.12,8.07,54882,97.18,47482,87.56,0.68,47.69,19.49,3.27,14.19,52927,18859,19122,17186,15740,16397,17139,14001,1947,3.47,5.02,16.79,24.22,4.49,70.08,16.21,18.78,12.73,28.83,6.05,29.04,9.14,7.65,3.24,84.91,82.93,93.5,80.75,50.35,63.56,454,1.2,6641,12.89,20.27,27.6,35.79,1.52,2.38,3.25,4.21,84.29,1.68,4.47,3.5,2.81,3.06,2.29,73.82,2.31,45.56,3,1132,94.64,67.89,1.41,49.73,1966,0.89,0.26,133700,159800,191300,57600,511,577,647,136,621,24.3,24.7,15.4,0,0,11.76,48.84,59.15,73.06,83.7,1434,13.8,3.45,120777.8,1,1.7,3,5.1,30,50.98,49,83.28,318,540.44,964,1638.31,263,446.97,20,33.99,141.06,2659.71,87,147.86,76,129.16,23993,40776,275.8,147.9,73.11,70.59,0.84,1.68,0,2.52,3,6,54,39.4,48,7106686,87.36,0
"728","Worcestercity","MA",27,82000,4,169759,2.66,4.52,87.08,2.81,9.58,16.02,30.98,17.13,14.03,169759,100,28955,72.26,0.6,36.73,31.3,12.78,17.29,36261,13393,14282,9120,6107,8681,5145,5605,24228,15.3,10.96,27.09,21.05,8.27,56,18.56,30.55,13.73,26.68,8.93,41.92,12.3,10.72,3.09,62.7,59.7,67.72,64.44,51.65,61.95,7759,6.24,15072,15.78,25.28,33.66,41.66,1.4,2.24,2.99,3.7,80.05,3.59,5.33,3.42,2.46,2.65,2.32,46.64,3.3,53.88,2,5452,92.14,43.29,3.14,38.99,1941,4.09,0.36,108000,128900,154400,46400,310,451,552,242,527,26.9,21.2,13.7,413,84,8.88,70.02,52.72,82.3,87.36,4362.9,4.23,4.85,95426.2,12,7.22,77,46.3,628,377.65,NA,NA,3404,2047.03,5221,3139.7,1692,1017.5,NA,NA,NA,NA,392,235.73,382,229.72,135000,81183.5,344.4,235.7,93.64,92.86,5.1,2.04,0,7.14,19,13,69.3,38.9,117,15868420,97.45,10
"736","Roanokecity","VA",770,68000,4,96397,2.35,24.27,74.59,0.74,0.69,11.78,25.45,12.17,15,96397,100,22591,73.4,0.51,32.62,32.93,8.82,15.96,28203,12513,14061,7949,9191,8480,4200,8192,15238,16.08,13.56,32.03,15.65,5.47,58.89,16.36,22.75,17.62,20.81,13.47,30.1,16.44,15.09,2.91,60.93,55.91,70.25,64.43,61.53,69.6,4860,6.48,1515,18.68,26.14,32.21,39.27,0.29,0.41,0.51,0.62,96.45,0.6,3.82,2.42,2.3,2.42,2.15,59.41,2.04,49.65,3,3354,92.44,56.63,4.5,34.62,1956,8.47,0.42,40000,54000,72600,32600,210,278,349,139,336,24.3,18.8,12.7,285,15,1.57,73.5,53.69,78.16,90.25,2168.8,2.96,5.79,93862.1,11,11.27,32,32.78,217,222.3,305,312.45,118,120.88,4398,4505.41,315,322.69,57,58.39,578.8,5007.38,242,247.91,223,228.45,91565,93801.2,378.4,247.9,78.28,86.52,3,1.12,0,4.12,14,14,83.7,44.4,87,9162440,92.15,0
"737","KansasCitycity","MO",NA,NA,4,435146,2.45,29.59,66.78,1.2,3.91,12.71,27.17,12.5,11.44,433511,99.63,26713,77.98,0.9,36.73,25.43,7.86,14.5,32969,13799,16367,8487,10538,11264,8573,9109,65381,15.32,6.95,21.2,22.05,7.23,62.88,13.7,24.16,13.64,26.54,13.42,33.59,16.8,15.22,3.08,61.2,56.13,68.81,64.36,66.35,74,23818,7.41,12387,14.52,19.83,27.2,36.07,0.41,0.56,0.77,1.03,93.49,0.99,5.78,3.59,2.4,2.61,2.12,61.99,3.19,52.33,2,24182,88.02,56.93,7.5,36.56,1956,4.85,0.51,37000,56100,79800,42800,233,324,415,182,404,25,18.4,12.7,597,96,2.85,59.15,51.94,80.71,87.8,1348.3,5.78,3.83,225057.7,153,34.34,515,115.59,3891,873.3,6402,1436.88,12106,2717.1,23611,5299.3,8487,1904.84,527,118.28,2460.11,10039.52,1148,257.66,1045,234.54,632072,141863.59,550.6,257.7,82.1,84.49,12.89,2.26,0.17,15.33,44,7,72.1,322.7,449,100274208,91.03,10
"741","Yonkerscity","NY",119,84000,4,188082,2.61,14.11,76.21,3,16.74,12.05,25.74,12.25,14.86,188082,100,36376,74.73,0.36,42.98,31.43,9.15,17.73,43305,17484,19441,11008,8216,18296,8123,9240,20436,11.03,11.2,26.45,21.91,6.48,58.85,12.21,28.52,10.79,28.99,7.24,35.15,10.87,9.21,3.17,66.68,61.72,73.65,68.22,47.05,58.15,8463,6.18,38067,12.27,20.52,30.43,36.44,2.48,4.15,6.16,7.38,69.48,5.82,6.69,4.6,2.57,2.76,2.42,46.77,6.85,63.64,2,3461,95.42,43.54,3.15,43.72,1952,5.54,0.72,183600,228100,282100,98500,357,482,625,268,522,25.4,22.9,15.1,253,10,20.24,66.8,67.23,84.48,93.31,10040.9,23.23,5.92,235313.8,19,10.37,34,18.56,852,465.18,446,243.51,1682,918.34,4593,2507.7,1868,1019.9,89,48.59,737.62,4494.53,524,286.09,454,247.88,107811,58862.9,205.7,286.1,83.65,92.56,5.15,2.1,0.19,7.44,31,10,189.9,18.7,200,43099132,86.64,5
"742","BocaRatoncity","FL",NA,NA,4,61492,2.34,2.9,94.38,1.9,5.59,11.1,21.72,11.1,18.96,61491,100,42314,71.55,0.71,60.39,33.74,2.24,18.19,53544,28307,29325,7939,7633,14114,17415,15372,3282,5.51,3.65,11.56,34.86,3.29,58.08,8,23.72,4.89,37.49,8.39,27.41,10.7,9.6,2.78,81.02,79.93,91.36,83.84,52.43,62.4,417,0.98,8195,16.4,27.46,36.28,43.34,2.19,3.66,4.83,5.78,84.43,2.4,2.36,1.55,2.27,2.35,2.03,77.13,1.93,54.26,2,6746,79.58,74.47,0.58,22.37,1974,0.74,0.09,118900,165300,277000,158100,480,581,692,212,656,28.3,24.3,12.1,0,0,13.33,14.83,45.32,65.31,76.26,2183.4,0.56,6.45,150923.3,7,10.38,21,31.14,82,121.6,133,197.22,919,1362.77,2393,3548.55,385,570.91,7,10.38,360.34,5492.62,124,183.88,115,170.53,71004,105290.9,572.6,183.9,97.2,87.1,4.84,6.45,1.61,12.1,8,7,35.5,28.2,99,10177667,92.74,10
"749","SanJosecity","CA",NA,NA,4,782248,3.13,4.7,62.8,19.54,26.64,14.34,30.37,14.46,6.56,782225,100,46206,86.8,0.59,42.18,15.98,8.94,11.92,50281,16905,19496,14239,13613,14066,9232,10007,71676,9.31,10.84,22.84,25.33,5.54,68.79,31.29,17.88,12.77,28.7,9.68,37.23,13.66,11.64,3.5,74.89,68.69,83.8,77.23,59.45,66.95,20538,3.89,207041,18.12,28.53,41.16,55.16,4.8,7.55,10.89,14.6,61.46,9.11,12.42,9.31,3.08,3.08,3.08,61.33,14.88,46.64,3,9147,96.47,61.29,2.07,18.74,1970,1.55,0.48,205800,259100,325900,120100,554,692,888,334,755,28.9,25.6,11.9,917,145,26.47,46.54,45.6,80.84,87.8,4408.8,3.58,1.55,37041.6,41,4.98,391,47.52,1186,144.13,3699,449.54,6014,730.88,21398,2600.49,4014,487.82,318,38.65,646.17,3857.83,387,47.03,208,25.28,222987,27099.5,576.2,47,86.31,75.71,3.36,17.57,2.58,18.86,6,13,386.3,177.4,96,30479496,53.75,10
"761","Spartanburgcity","SC",NA,NA,4,43467,2.6,45.63,53.11,0.91,0.78,16.06,28.38,15.86,13.9,43467,100,22423,72.68,0.56,30.21,30.57,12.23,14.93,29304,12142,16668,6880,10731,10761,8595,10098,8946,21.79,14.51,34.09,23.43,6.9,56.69,26.46,25.81,22.01,26.08,12.81,35.33,15.54,14.35,3.11,52.37,45.59,53.81,49.56,64.81,72.6,4001,11.18,1029,21.28,25.95,30.42,39.07,0.5,0.61,0.72,0.92,95.89,0.68,5.94,3.86,2.45,2.51,2.4,49.38,3.89,51.94,2,1238,93.1,48.22,5.33,37.88,1962,10.32,0.76,37700,58300,83800,46100,149,257,346,197,341,25.7,19.7,12.7,120,5,2.37,74.55,52.4,83.84,89.8,2319,2.39,24.17,117468.1,10,21.82,42,91.64,319,696.01,1194,2605.11,1158,2526.56,3830,8356.42,340,741.82,10,21.82,3414.57,11646.63,120,261.82,112,244.37,89884,196112,749,261.8,66.44,86.67,13.33,0,0,13.33,29,9,149.5,18.7,46,5383915,93.33,0
"765","Charlottecity","NC",NA,NA,4,395934,2.49,31.78,65.61,1.82,1.41,13.02,28.82,13.38,8.89,396003,100,31873,84.82,0.51,37.52,19.77,5.19,10.93,38553,16793,20639,9286,10462,12525,9673,14363,42312,10.83,6.02,19.02,28.35,4.16,70.05,14.3,20.58,13.19,28.73,11.21,33.07,15.05,13.26,3.05,67.14,62.84,77.44,68.57,64.88,72.7,18018,6.75,15119,20.9,31.52,43.48,51.66,0.8,1.2,1.66,1.97,93.7,1.09,4.26,2.8,2.45,2.62,2.25,58.65,3.33,48.98,3,11439,93.29,54.98,3.16,25.91,1970,4.28,0.4,59600,81300,121300,61700,277,377,467,190,462,24.3,20.1,12.6,534,104,3.82,54.84,45.81,75.14,81.25,2193.2,4.44,6.88,16539.7,122,22.42,356,65.42,3227,593.04,6020,1106.32,10691,1964.73,26370,4846.13,2972,546.18,389,71.49,1787.2,7428.52,160,29.4,147,27.01,24089,4426.9,150.6,29.4,78.89,86.25,11.88,1.88,0,13.75,11,9,21.4,180.5,152,9e+06,91.88,0
"768","Chattanoogacity","TN",NA,NA,4,152466,2.45,33.67,64.97,0.97,0.64,13.77,26.7,13.56,13.57,152488,100,22197,72.7,0.52,30.1,29.87,9.76,14.79,27487,12332,15070,7144,10194,11128,6065,12923,26803,18.18,12.71,31.04,18.24,6.9,56.09,18.02,23.37,17.19,24.71,13.36,30.6,16.68,15.18,2.99,59.57,52.66,65.52,61.86,60.61,66.87,8607,7.21,2574,18.3,23.39,34.42,43.28,0.31,0.39,0.58,0.73,96.49,0.45,4.27,2.78,2.37,2.52,2.19,57.71,2.85,56.42,2,7424,89.33,54.23,4.3,34.47,1961,7.15,0.37,37600,54100,75800,38200,177,271,361,184,360,25.7,19.5,13.7,150,2,1.69,63.33,53.12,84.4,88.15,1242.6,3.06,7.01,143306.41,38,24.57,154,99.59,709,458.48,2131,1378.03,3144,2033.1,7907,5113.13,2255,1458.22,96,62.08,1960.67,8666.52,371,239.91,323,208.87,148000,95705.5,398.9,239.9,82.49,82.48,16.71,0.54,0.27,17.52,26,8,61.5,122.7,464,22161038,87.06,0
"784","NewOrleanscity","LA",71,55000,4,496938,2.64,61.92,34.92,1.95,3.47,15.53,28.67,14.45,11.67,496738,99.96,18477,68.84,0.5,27.96,27.99,14.8,13.75,22182,11372,20185,6539,11734,7265,11496,11483,152042,31.63,13.24,31.86,22.44,12.41,50.77,6.84,32.14,11.23,30.59,12.78,41.89,17.04,15.11,3.3,46.17,39.52,51.36,45.79,59.03,64.79,51490,13.04,20784,13.94,20.16,29.65,39.87,0.58,0.84,1.24,1.67,92.16,1.36,8.72,5.51,2.55,2.67,2.45,45.81,7.91,62.37,2,37338,83.45,43.71,17.54,52.46,1951,7.98,0.92,51400,69600,96500,45100,187,277,364,177,379,31.2,23.2,14.2,783,109,4.18,77.39,54.71,87.3,92.49,2655.3,17.06,5.08,154562.91,395,80.35,298,60.62,5179,1053.46,4152,844.56,11184,2274.93,22019,4478.87,9546,1941.75,NA,NA,2038.98,NA,1397,284.16,1142,232.29,470853,95776,337,284.2,75,59.91,39.37,0.57,0.14,39.73,71,10,210.4,187.2,800,75986080,81.75,5
"786","MontereyParkcity","CA",NA,NA,4,60738,3.11,0.64,26.75,57.46,31.33,13.89,28.54,14.13,12.85,60738,100,32605,76.31,0.52,41.65,24.57,13.8,12.88,36808,13290,15751,14779,13697,13110,9441,11188,9900,16.42,16.24,30.03,22.41,6.15,55.44,15.74,22.46,12.57,28.22,6.1,36.87,9.75,8,3.49,74.34,68.82,82.73,78.04,54.93,57.29,1309,2.78,31477,19.88,29.76,41.75,56.35,10.3,15.42,21.64,29.2,26.97,22.32,11.86,9.33,3.1,3.02,3.19,53.58,23.41,57.48,2,793,96.09,54.93,1.39,16.39,1962,1.5,1,177900,238800,304200,126300,492,606,702,210,661,31.8,23.3,11.7,0,0,51.82,35.79,50.94,79.75,82.46,7676.7,4.88,5.71,119248.6,6,10.31,9,15.46,296,508.49,209,359.03,758,1302.14,933,1602.76,681,1169.86,2,3.44,893.29,4078.2,70,120.25,69,118.53,24000,41228.6,342.9,120.3,77.29,47.14,2.86,31.43,18.57,52.86,4,8,142.9,7.9,28,6941698,98.57,5
"787","Downeycity","CA",NA,NA,4,91444,2.77,3.36,72.53,8.83,32.34,14,28.25,13.72,12.31,91444,100,36991,79.76,0.41,38.18,24.79,6.74,15.61,41897,16696,18362,11938,16316,14022,11107,12071,7189,8.05,8.96,23.71,16.32,5.43,62.73,22.64,18.39,14.51,24.23,10.96,31.84,14.42,12.74,3.19,72.32,66.63,79.7,75.27,60.97,66.87,2320,3.62,23712,12.45,20.55,29.84,39.65,3.23,5.33,7.74,10.28,62,7.97,7.56,5.45,2.71,2.88,2.52,55.8,11.93,60.01,2,1289,96.24,52.48,2.95,16.83,1958,2.17,0.41,182100,231600,295200,113100,519,602,706,187,649,26.8,23.7,11.3,0,3,25.93,47.23,49.24,87.87,91.74,7097.5,1.8,5.71,111303.7,3,2.99,28,27.89,319,317.76,167,166.35,827,823.78,1728,1721.27,1157,1152.49,46,45.82,514.99,3743.36,105,104.59,94,93.63,31285,31163.2,298,104.6,85.86,84.76,0,12.38,0.95,13.33,6,8,356,12.9,50,11173891,89.52,5
"793","Mobilecity","AL",NA,NA,4,196278,2.6,38.93,59.62,1.01,1.02,15.09,27.92,13.99,12.37,196278,100,22446,74.09,0.48,31.78,29.3,8.39,15.71,28220,12509,16502,6572,9736,7737,8026,10338,42838,22.43,9,25.16,21.42,9.13,55.14,12.85,29.01,12.65,28.76,11.13,32.54,15.49,13.52,3.15,61.16,55.21,66.09,60.95,62.67,68.03,12382,7.64,4113,23.56,32.48,40.02,45.51,0.49,0.68,0.84,0.95,95.87,0.55,5.66,3.85,2.53,2.67,2.34,61.3,3.91,42.61,3,7375,91.09,58.07,6.83,44.15,1963,6.34,0.43,38800,55400,80700,41900,162,248,315,153,332,26.5,19,13,206,16,2.1,71.34,53.73,86.06,89.27,1605.1,1.59,4.93,52575.2,42,20.37,122,59.18,1186,575.34,870,422.05,4884,2369.29,9926,4815.22,1537,745.62,52,25.23,1076.95,7955.35,365,177.07,309,149.9,134308,65154.4,368,177.1,79.35,80,19.73,0,0,19.73,18,13,490.6,122.3,226,10837749,84.66,10
"795","Gadsdencity","AL",NA,NA,4,42523,2.43,28.18,70.81,0.74,0.39,13.85,24.64,12.79,18.57,42523,100,19187,64.96,0.33,27.14,41.01,10.34,20.11,23707,10772,12356,6739,6245,16298,5239,4455,8502,20.44,16.03,38.49,10.7,8.36,47.01,26.59,21.54,25.08,19.39,11.62,26.13,13.77,12.82,2.98,63.64,56.55,69.14,69.71,56.61,63.96,1737,4.43,590,48.81,53.56,62.54,65.76,0.68,0.74,0.87,0.91,96.85,0.73,4.37,2.95,2.38,2.42,2.3,65.98,2.11,47.56,3,1634,91.47,64.83,2.94,51.1,1953,8.06,0.61,24600,36300,55600,31000,115,181,250,135,270,24.4,17.7,13.3,8,0,1.39,83.45,58.53,88.83,93.26,1154.8,0.11,4.04,89554,9,19.18,40,85.24,187,398.51,790,1683.54,974,2075.65,2733,5824.19,430,916.36,NA,NA,2186.47,NA,99,210.97,74,157.7,60144,128170.5,607.5,211,83.05,82.83,11.11,1.01,4.04,16.16,4,10,223.2,36.8,76,4202321,74.75,5
"802","Columbiacity","SC",NA,NA,4,98052,2.89,43.69,53.67,1.43,1.98,21.95,39.87,25.32,10.63,95829,97.73,23216,77.19,0.69,35.73,25.93,7.38,15.65,28488,12210,16711,6926,12743,6976,6988,8261,16652,21.17,9.23,23.98,31.66,5.87,59.96,7.18,34.51,9.18,33.66,11.07,48.49,13.34,12.24,3.04,56.43,48.91,68.48,56.73,70.7,73.6,5494,9.55,3213,29.75,42.42,53.13,58.26,0.97,1.39,1.74,1.91,93.65,0.69,5.32,3.02,2.31,2.36,2.28,45.91,4.37,57.72,2,3009,91.85,45.02,3.86,32.8,1958,7.49,0.4,51300,72600,106800,55500,205,302,398,193,392,27.8,20.6,12.1,197,38,3.28,61.53,39.07,63.29,77.97,808,4.77,18.39,138895.5,22,21.06,94,89.99,666,637.58,1422,1361.33,2090,2000.82,7316,7003.84,753,720.87,13,12.45,2109.96,9737.98,261,249.86,212,202.95,182500,174713,699.2,249.9,42.15,41,0.77,0.38,0,1.15,48,3,67.1,121.4,250,14508612,81.23,5
"806","Danburytown","CT",1,18500,4,65585,2.72,6.57,86.75,3.94,7.69,13.01,28.95,13.89,10.16,65585,100,43832,83.63,0.4,49.41,23.55,3.98,14.1,51144,19300,20370,13148,15530,12004,9045,10780,3599,5.76,10.08,23.53,26.92,5.4,67.83,26.36,21.14,13.42,30.5,8.75,34.16,11.04,9.92,3.16,78.27,74.79,86,84.1,60.18,69.09,1272,2.97,9838,17.87,30.54,38.32,48.44,2.68,4.58,5.75,7.27,79.61,4.76,5.28,3.68,2.6,2.74,2.39,63.38,4.06,49.73,3,1856,92.85,60.09,1.19,37.28,1964,2.26,0.66,156600,190300,238800,82200,425,589,729,304,693,26.5,24,14.5,65,41,15,43.88,52.6,76.88,79.44,1502.8,2.4,20.74,207451,1,1.55,12,18.55,71,109.78,88,136.06,546,844.22,2405,3718.59,401,620.02,12,18.55,265.95,5201.39,135,208.74,105,162.35,106698,164975.59,790.4,208.7,74.59,68.51,3.87,2.21,0,5.52,28,10,161.9,43.6,54,13416895,77.78,0
"809","Columbuscity","OH",49,18000,4,632270,2.46,22.57,74.4,2.37,1.07,15.17,34.21,17.87,8.22,632270,100,26630,81.45,0.46,36.85,19.09,9.43,13.56,32867,13143,14517,9008,10278,10564,7081,10623,105494,17.26,5.66,21.31,24.57,5.91,65.59,11.59,25.92,12.16,28.97,11.77,40.01,15.89,13.93,3.05,63.29,58.94,71.71,63.87,61.47,68.48,29141,7.23,23453,24.77,37.21,47.69,54.78,0.92,1.38,1.77,2.03,93.74,0.9,4.82,2.94,2.38,2.63,2.17,51.34,2.34,53.74,2,21040,92.42,46.57,6.7,30.6,1965,4.62,0.4,48700,66000,89900,41200,268,348,434,166,422,25,19.6,12.3,574,5,3.71,69.22,42.29,77.06,89.34,3224.5,4.72,2.97,130443.3,105,16.44,658,103.02,3887,608.55,2496,390.78,13055,2043.9,29051,4548.25,7070,1106.89,1029,161.1,1118.78,7860.14,1381,216.21,1371,214.65,1231832,192856.8,892,216.2,88.74,85.66,14.34,0,0,14.34,41,15,194.3,196.1,637,83317896,99.28,5
